7256	3
12765	-341	-4301	
6216	-150	-3373	
5524	-510	509	
8582	6684	-9963	
8673	9819	-14438	
10393	2452	-16925	
3964	44	-3459	
6782	2016	-12500	
10072	1488	-13801	
14041	451	-6906	
10393	2452	-16925	
6879	2987	-12220	
6941	3125	-11603	
8582	6684	-9963	
9777	-41	-8455	
8535	6717	-8755	
