7256	39
0.9	6096	403.6	16.972	-0.015	9778.12	19413.755	1318.321	5280.904	26401.1	20.944	1.069	-1.069	-1.069	-6.582	-8.719	-1.068	-9.457	-10.526	-1.069	-1.614	-1.614	0	0.925	-0.016	6	0.954	0.102	-6.05	116482.53	6.5	0.83	11.6	0.004	-0.1	0.287	0.985	45901.985	-24.624	
0.95	6096	426	8.709	-0.058	9778.17	19413.755	1318.321	5280.904	29416.1	3.418	-0.061	0.061	0.061	-0.061	0.061	0.061	-1.706	-1.645	0.061	0.147	0.147	0	0.496	0.029	4	0.517	-0.019	-4.363	77655.02	2	0.067	7.2	-1.142	0.3	0.029	0.682	45117.028	-24.624	
0.5	3048	274.3	5.615	0	9918.51	17690.104	1133.255	3772.074	12194.2	8.937	-0.085	0.085	0.085	-0.085	0.085	0.085	-0.897	-0.818	0.079	0.002	0.002	0	0.41	0.004	0.996	0.411	0.001	-0.998	17619.344	0	0.033	0	0	0	0.019	0.467	32203.386	-4.812	
0.95	9144	342.4	10.321	0.022	9880.33	19323.036	2428.897	4149.282	19008.8	6.643	2.109	-2.109	-2.109	2.109	-2.109	-2.109	-4.011	-6.12	-2.109	-0.807	-0.807	0	0.504	-0.029	2.997	0.516	0.07	-3.054	57911.139	6.4	0.943	5.3	0.006	-0.4	0.164	0.985	45901.985	-44.436	
0.6	3048	329.1	4.43	0	9786.93	19595.192	1133.255	5658.112	17559.7	6.102	-0.067	0.067	0.067	-0.067	0.067	0.067	-1.079	-1.02	0.059	0.001	0.001	0	0.409	0.003	0.997	0.41	0.002	-0.999	19536.406	0	0.026	0	0	0	0.018	0.502	36563.672	-4.812	
1.5	12192	426.9	12.118	0.196	9777.98	19413.755	1318.321	5280.904	29537	-2	4.595	-8.595	-6.595	4.595	-8.595	-6.595	-10.273	-16.868	-6.595	-10.781	-10.781	0	0.24	-0.154	5	0.315	0.276	-5.367	97068.775	-53.5	4.117	5.8	-0.184	-12.3	0.827	0.985	28880.2	-56.5	
1.2	6096	538.1	4.892	0.175	9880.34	19323.036	2428.897	4149.282	46935.3	-2	-0.546	-3.454	-1.454	-0.546	-3.454	-1.454	-1.435	-2.889	-1.454	-0.409	-0.409	0	0.304	-0.092	2.5	0.328	0.108	-2.682	48307.59	-42.7	2.687	3.1	-0.038	-2.2	0.317	0.985	74787.11	-24.624	
0.95	6096	426	2.832	0	9778.17	19413.755	1318.321	5280.904	29416.1	-0.168	-2.035	-1.965	0.035	-2.035	-1.965	0.035	-0.047	-0.012	0.035	-0.003	-0.003	0	0.329	0.002	0.5	0.33	0.003	-0.499	9706.878	0	-0.014	-0.9	0	0	0.016	0.648	42867.792	-24.624	
0.95	6096	426	6.362	-0.028	9939.54	17417.948	1133.255	3551.628	29416.1	0	-0.265	-0.011	0.127	-0.265	-0.011	0.127	-2.073	-1.946	0.127	0.129	0.129	0	0.482	0.021	2.839	0.499	-0.013	-2.851	49449.554	1	0.089	13	-0.023	0.3	0.028	0.68	44984.72	-24.624	
1.5	12192	426.9	12.113	-0.157	9777.98	19413.755	1318.321	5280.904	29537	-2	-9.04	5.04	7.04	-9.04	5.04	7.04	-17.076	-10.036	7.04	10.34	10.34	0	0.238	0.217	5	0.21	-0.408	-4.845	97068.775	61.4	-4.391	6.1	-0.167	13.6	-0.653	0.985	28880.2	-56.5	
0.95	6096	426	8.229	-0.037	9778.14	19413.755	1318.321	5280.904	29416.1	2.458	5.522	-5.522	-5.522	5.522	-5.522	-5.522	-1.332	-6.853	-5.521	-1.591	-1.591	0	0.618	-0.089	3.5	0.642	0.159	-3.756	67948.143	23.3	3.914	5.8	-0.032	1.2	0.367	0.921	60927.834	-24.624	
0.95	12192	270.3	6.337	0	9778.16	19413.755	1318.321	5280.904	11847.6	0	-0.193	-0.134	0.029	-0.193	-0.134	0.029	-2.76	-2.731	0.029	0.001	0.001	0	0.227	0.005	0.995	0.228	-0.001	-0.997	19316.686	0	0.027	0	0	0	0.015	0.792	23221.44	-56.5	
0.6	3048	329.1	4.43	0	9786.93	19595.192	1133.255	5658.112	17559.7	6.102	-0.067	0.067	0.067	-0.067	0.067	0.067	-1.079	-1.02	0.059	0.001	0.001	0	0.409	0.003	0.997	0.41	0.002	-0.999	19536.406	0	0.026	0	0	0	0.018	0.502	36563.672	-4.812	
1.2	6096	538.1	6.45	0.216	9788.33	20502.376	2428.897	5280.904	46935.3	-2	0.77	-4.77	-2.77	0.77	-4.77	-2.77	-2.454	-5.224	-2.77	-1.295	-1.295	0	0.325	-0.119	3.5	0.368	0.16	-3.908	71758.316	-46.3	3.883	4.7	-0.5	-3.7	0.482	0.985	74787.11	-24.624	
0.95	9144	342.4	12.341	0	9864.61	19504.473	2428.897	4337.886	19008.8	9.069	-0.185	0.185	0.185	-0.185	0.185	0.185	-6.372	-6.187	0.185	0	0	0	0.515	0.022	3.5	0.522	-0.005	-3.5	68265.656	0	0	6.3	0	0	0.055	0	0	-44.436	
1.5	12192	426.9	11.355	0	9918.38	17690.104	1133.255	3772.074	29537	-2	-2.61	-1.39	0.61	-2.61	-1.39	0.61	-11.465	-10.856	0.609	0	0	0	0.299	0.04	5	0.308	-0.013	-5	88450.52	0	0	6	0	0	0.089	0	0	-56.5	
0.5	3048	274.3	5.615	0	9918.51	17690.104	1133.255	3772.074	12194.2	8.937	-0.085	0.085	0.085	-0.085	0.085	0.085	-0.897	-0.818	0.079	0.002	0.002	0	0.41	0.004	0.996	0.411	0.001	-0.998	17619.344	0	0.033	0	0	0	0.019	0.467	32203.386	-4.812	
0.7	3048	384	12.831	-0.27	9786.94	19595.192	1133.255	5658.112	23900.7	18.425	4.809	-4.809	-4.809	4.809	-4.809	-4.809	-1.074	-3.603	-2.529	-0.856	-0.856	0	1.118	-0.003	4.521	1.135	-0.006	-4.596	88589.863	68.6	-0.001	13.1	0.037	15.5	-0.005	0.985	71743.46	-4.812	
0.95	12192	270.3	6.337	0	9778.16	19413.755	1318.321	5280.904	11847.6	0	-0.193	-0.134	0.029	-0.193	-0.134	0.029	-2.76	-2.731	0.029	0.001	0.001	0	0.227	0.005	0.995	0.228	-0.001	-0.997	19316.686	0	0.027	0	0	0	0.015	0.792	23221.44	-56.5	
1.2	6096	538.1	2.367	0	9880.35	19323.036	2428.897	4149.282	46935.3	-2	-2.123	-1.877	0.123	-2.123	-1.877	0.123	1.295	1.418	0.123	0.078	0.078	0	0.223	0.003	0.5	0.225	0.008	-0.497	9661.518	0	-0.045	-0.7	0	0	0.035	1	75926	-24.624	
1.5	12192	426.9	2.41	0.015	9918.5	17690.104	1133.255	3772.074	29537	-2	-2.934	-1.066	0.934	-2.934	-1.066	0.934	1.048	1.982	0.934	-0.403	-0.403	0	0.167	0.01	0.5	0.168	0.003	-0.451	8845.052	9.1	-0.699	0.5	0.017	-0	0.018	1	47981	-56.5	
0.5	3048	274.3	15.121	0.038	9918.54	17690.104	1133.255	3772.074	12194.2	24.493	-0.456	0.456	0.456	-0.456	0.456	0.456	-2.112	-1.69	0.422	-0.472	-0.472	0	0.907	0.01	2.999	0.922	0.014	-2.999	53052.622	-0.8	0	9.5	0	3.1	0.084	0.839	57855.762	-4.812	
0.95	9144	342.4	5.434	-0.155	9788.32	20502.376	2428.897	5280.904	19008.8	0	-0.825	-1.307	-0.241	-0.825	-1.307	-0.241	-6.827	-7.068	-0.241	0.536	0.536	0	0.305	0.028	0.981	0.292	-0.035	-0.645	20112.831	5.1	0.156	5.6	1.104	0.8	-0.024	0.791	36861.391	-44.436	
0.95	9144	342.4	12.387	-0.098	9864.61	19504.473	2428.897	4337.886	19008.8	10.774	-0.216	0.216	0.216	-0.216	0.216	0.216	-6.324	-6.108	0.216	1.322	1.322	0	0.524	0.051	3.5	0.527	-0.054	-3.5	68265.656	0.3	0	6.3	0	-1.7	-0.011	0.985	45901.985	-44.436	
0.9	6096	403.6	9.709	-0.15	9850.28	18415.851	1133.255	4526.489	26401.1	6.419	-2.389	2.389	2.389	-2.389	2.389	2.389	-5.985	-3.597	2.388	1.763	1.763	0	0.769	0.169	4	0.749	-0.241	-3.862	73663.404	30.3	-2.32	8.1	-0.005	3.2	-0.345	0.925	59154.675	-24.624	
1.2	6096	538.1	2.383	-0.117	9788.35	20502.376	2428.897	5280.904	46935.3	-2	-5.498	1.498	3.498	-5.498	1.498	3.498	-0.287	3.211	3.498	-0.678	-0.678	0	0.201	0.017	0.5	0.202	0.011	-0.379	10251.188	-11.6	-2.432	-0.8	-0.101	-0	-0.001	1	75926	-24.624	
0.8	6096	358.7	16.207	-0.131	9864.67	19504.473	2428.897	4337.886	20860.1	24.21	1.055	-1.055	-1.055	1.055	-1.055	-1.055	-3.379	-3.906	-0.527	-0.277	-0.277	0	0.925	0.029	5	0.936	0.005	-5.006	97522.365	19.7	-0.002	9.8	-0.01	2.6	0.077	0.985	45901.985	-24.624	
0.8	3048	438.8	13.305	-0.169	9918.52	17690.104	1133.255	3772.074	31217.2	18.173	1.298	-1.298	-1.298	1.298	-1.298	-1.298	-1.723	-2.372	-0.649	-0.588	-0.588	0	1.393	0.006	7	1.427	0.066	-7.055	123830.728	6.6	0.907	15	0.003	-0.1	0.25	0.985	67923.63	-4.812	
0.95	9144	342.4	4.743	0	9778.17	19413.755	1318.321	5280.904	19008.8	0	-1.772	-1.742	0.015	-1.772	-1.742	0.015	-1.39	-1.375	0.015	0.001	0.001	0	0.287	0.005	0.998	0.288	0	-1	19374.927	0	0.028	0	0	0	0.018	0.684	31875.084	-44.436	
0.8	3048	438.8	9.682	-0.165	9918.51	17690.104	1133.255	3772.074	31217.2	10.6	-2.695	2.695	2.695	-2.695	2.695	2.695	-1.124	0.224	1.348	0.428	0.428	0	1.279	0.112	5.406	1.299	-0.144	-5.408	95632.702	-21.6	0	11.9	0.018	-5.7	0.003	0.985	67923.63	-4.812	
1.2	6096	538.1	11.006	0.352	9788.25	20502.376	2428.897	5280.904	46935.3	-2	-3.469	-0.531	1.469	-6.247	-3.309	1.469	-11.899	-10.429	1.47	-0.598	-0.598	0	0.396	-0.061	6.5	0.433	0.088	-6.521	133265.444	-39.4	0.004	9.5	-0.018	-5.9	0.299	0.985	74787.11	-24.624	
1.2	6096	538.1	9.52	0.331	9864.59	19504.473	2428.897	4337.886	46935.3	-2	0.982	-4.982	-2.982	0.265	-5.698	-2.982	-5.426	-8.408	-2.982	-3.834	-3.834	0	0.415	-0.244	6	0.546	0.095	-6.66	117026.838	-124.9	6.782	8.7	-0.18	-20.8	1.119	0.985	74787.11	-24.624	
0.95	6096	426	13.928	0.1	9787.67	19776.629	1133.255	5846.715	29416.1	13.857	-0.01	0.01	0.01	-6.053	-6.034	0.01	-7.921	-7.912	0.009	-2.886	-2.886	0	0.807	-0.076	6	0.861	0.159	-6.146	118659.774	-29.1	1.863	11.9	-0.065	-5	0.498	0.985	65161.69	-24.624	
0.95	9144	342.4	5.065	0	9788.35	20502.376	2428.897	5280.904	19008.8	0	-1.181	-1.688	-0.253	-1.181	-1.688	-0.253	-1.664	-1.917	-0.253	-0.112	-0.112	0	0.319	-0.002	0.997	0.321	0.01	-1.007	20440.869	0	0.155	0	0	0	0.032	0.791	36861.391	-44.436	
0.95	9144	342.4	4.619	0	9880.35	19323.036	2428.897	4149.282	19008.8	0	-1.627	-2.135	-0.254	-1.627	-2.135	-0.254	-1.354	-1.608	-0.254	-0.121	-0.121	0	0.331	-0.003	0.997	0.333	0.011	-1.007	19265.067	0	0.159	0	0	0	0.033	0.791	36861.391	-44.436	
0.95	6096	426	10.525	0	9787.68	19776.629	1133.255	5846.715	29416.1	7.05	-0.277	0.277	0.277	-1.085	-0.532	0.276	-5.963	-5.686	0.277	0	0	0	0.723	0.028	4.499	0.733	-0.007	-4.499	88975.054	0	0	8.1	0	0	0.067	0.985	65161.69	-24.624	
0.6	3048	329.1	8.051	-0.283	9786.93	19595.192	1133.255	5658.112	17559.7	11.03	4.553	-4.553	-4.553	4.553	-4.553	-4.553	1.295	-2.648	-3.943	-1.388	-1.388	0	0.553	-0.09	1.998	0.595	0.057	-2.312	39151.194	-66.1	4.262	5.8	-0.074	-6.5	0.449	0.578	42099.208	-4.812	
0.95	6096	426	11.655	-0.004	9778.14	19413.755	1318.321	5280.904	29416.1	9.311	-1.131	1.131	1.131	-3.68	-1.418	1.131	-7.021	-5.889	1.132	0.855	0.855	0	0.758	0.059	4.998	0.766	-0.059	-4.943	97029.947	-4.9	-0.831	9.1	0.006	0.9	-0.017	0.985	65161.69	-24.624	
0.95	6096	426	3.531	0	9939.55	17417.948	1133.255	3551.628	29416.1	0	-2.053	-1.947	0.053	-2.053	-1.947	0.053	-0.111	-0.059	0.052	0.001	0.001	0	0.407	0.001	0.999	0.409	0.006	-1.001	17400.53	0	0.033	0	0	0	0.025	0.68	44984.72	-24.624	
0.9	6096	403.6	4.171	0.002	9850.24	18415.851	1133.255	4526.489	26401.1	0	-2.08	-1.92	0.08	-2.08	-1.92	0.08	-7.975	-7.895	0.08	-0.017	-0.017	0	0.39	0.005	0.972	0.379	0.004	-0.581	17900.207	0.4	-0.002	5.7	1.273	0.1	0.029	0.599	38306.649	-24.624	
0.95	12192	270.3	1.773	0.015	9778.17	19413.755	1318.321	5280.904	11847.6	-1.227	-0.056	-3.944	-1.944	-0.056	-3.944	-1.944	1.237	-0.707	-1.944	1.296	1.296	0	0.132	0.007	-0.004	0.131	-0.028	-0.054	-77.655	4.8	0.936	-1.9	0.001	0.1	-0.026	0.62	18178.4	-56.5	
0.95	6096	426	1.872	0	9787.71	19776.629	1133.255	5846.715	29416.1	-1.128	-2.022	-1.978	0.022	-2.022	-1.978	0.022	0.573	0.595	0.022	0.004	0.004	0	0.306	-0.004	0	0.307	0.007	-0	0	0	0.001	-1.9	0	0	0.011	0.658	43529.332	-24.624	
0.95	6096	426	12.599	0	9778.13	19413.755	1318.321	5280.904	29416.1	7.84	-0.194	0.194	0.194	-4.195	-3.807	0.194	-7.712	-7.518	0.194	0	0	0	0.754	0.032	5.499	0.769	-0.006	-5.499	106756.239	0	0	10	0	0	0.082	0	0	-24.624	
0.95	6096	426	8.061	-0.438	9939.54	17417.948	1133.255	3551.628	29416.1	2.121	-4.276	4.276	4.276	-4.276	4.276	4.276	-3.757	0.519	4.276	1.825	1.825	0	0.702	0.234	4	0.669	-0.526	-3.664	69671.792	117	-7.528	5.2	-0.131	13.8	-0.586	0.933	61721.682	-24.624	
1.5	12192	426.9	2.39	-0.046	9918.49	17690.104	1133.255	3772.074	29537	-2	-4.059	0.059	2.059	-4.059	0.059	2.059	0.73	2.789	2.059	-0.348	-0.348	0	0.164	0.025	0.5	0.163	-0.025	-0.473	8845.052	-18.2	-0.529	-1.8	-0.024	0.1	-0.01	1	47981	-56.5	
1.5	12192	426.9	11.951	0	9918.34	17690.104	1133.255	3772.074	29537	-2	-2.696	-1.304	0.696	-2.696	-1.304	0.696	-13.579	-12.883	0.696	0	0	0	0.303	0.042	5.5	0.313	-0.015	-5.5	97295.572	0	0	6.6	0	0	0.091	0	0	-56.5	
0.7	3048	384	12.788	-0.754	9918.52	17690.104	1133.255	3772.074	23900.7	18.337	7.157	-7.157	-7.157	7.157	-7.157	-7.157	2.347	-1.418	-3.765	-2.108	-2.108	0	1.216	-0.015	5.188	1.247	-0.05	-5.354	91776.26	101.5	-0.006	13.8	0.037	22.7	0.042	0.985	67923.63	-4.812	
1.5	12192	426.9	9.139	0	9918.46	17690.104	1133.255	3772.074	29537	-2	-2.387	-1.613	0.387	-2.387	-1.613	0.387	-5.474	-5.087	0.387	0	0	0	0.269	0.031	3.5	0.275	-0.007	-3.5	61915.364	0	0	4	0	0	0.079	0	0	-56.5	
0.95	9144	342.4	11.188	-0.457	9788.33	20502.376	2428.897	5280.904	19008.8	8.376	1.612	-1.612	-1.612	1.612	-1.612	-1.612	-4.928	-6.54	-1.612	-0.224	-0.224	0	0.484	0.055	3	0.489	-0.092	-3.045	61507.128	51.2	0.021	3.8	-0.008	10.2	-0.012	0.985	45901.985	-44.436	
0.7	3048	384	13.908	0.096	9918.53	17690.104	1133.255	3772.074	23900.7	20.622	-2.165	2.165	2.165	-2.165	2.165	2.165	-2.322	-1.184	1.138	0.336	0.336	0	1.294	0.057	5.5	1.318	-0.055	-5.507	97295.572	-18.2	0.005	12.1	-0.012	-3.2	0.096	0.985	67923.63	-4.812	
0.9	6096	403.6	7.605	0.535	9850.27	18415.851	1133.255	4526.489	26401.1	2.21	-7.81	7.81	7.81	-7.81	7.81	7.81	-5.92	1.89	7.81	-0.349	-0.349	0	0.581	0.018	2.998	0.64	-0.795	-3.188	55210.721	-199.5	0.02	5.3	0.012	-18.4	0.29	0.791	50585.241	-24.624	
0.95	6096	426	7.783	-0.028	9787.7	19776.629	1133.255	5846.715	29416.1	1.565	-0.202	0.202	0.202	-0.202	0.202	0.202	-3.292	-3.09	0.202	-0.017	-0.017	0	0.462	0.021	3.242	0.466	-0.008	-3.276	64115.831	2.3	-0.017	-1.7	-0.112	0.1	0.043	0.683	45183.182	-24.624	
0.95	3048	521.1	2.451	0.152	9930.7	18415.851	2238.751	3394.867	44021.1	-0.549	-3.332	-0.668	1.332	-3.332	-0.668	1.332	-0.447	0.884	1.331	-1.191	-1.191	0	0.585	-0.081	0.5	0.596	0.151	-0.399	9207.925	-10.4	-1.656	-0.7	-0.01	-0.6	0.17	0.841	72807.893	-4.812	
0.9	6096	403.6	9.471	0.946	9850.29	18415.851	1133.255	4526.489	26401.1	5.942	-5.975	5.975	5.975	-5.975	5.975	5.975	-5.531	0.445	5.976	0.784	0.784	0	0.749	-0.008	4	0.823	-0.483	-4.217	73663.404	-155.1	0.005	7.1	0.019	-21.8	0.265	0.925	59154.675	-24.624	
0.8	6096	358.7	16.879	0	9778.18	19413.755	1318.321	5280.904	20860.1	27.31	-0.418	0.418	0.418	-0.418	0.418	0.418	-6.866	-6.657	0.209	0	0	0	0.971	0.038	4.999	0.988	-0.012	-4.999	97049.361	0	0	10.9	0	0	0.083	0	0	-24.624	
