379	1
1.323704	
-8.407949333	
-23.19133067	
9.153709333	
-10.50488867	
2.940517333	
-6.182987333	
-0.315919333	
-3.831076667	
-9.022404667	
2.782645333	
-1.530560667	
-9.735265333	
-9.863488	
-41.70566333	
-15.293598	
-36.74378133	
8.112507333	
-9.738263333	
-15.74575133	
-0.276796	
-29.524912	
39.57856533	
3.550465333	
-11.99927267	
-17.32851133	
6.568602	
-10.547758	
-19.412018	
6.115008	
4.819616667	
-1.429004	
15.539122	
0.514304	
-2.999848667	
4.758152667	
-1.273321333	
-2.431512667	
-29.04270467	
-8.09555	
-17.49953	
-11.27148533	
4.393494	
2.588542667	
4.726387333	
-1.324661333	
-18.42886533	
-28.11620667	
-42.41213733	
10.35482267	
-0.228290667	
-2.603441333	
5.142560667	
0.144872	
-0.983048	
-0.681826	
6.201050667	
2.186958	
3.851802667	
-12.47843933	
1.706531333	
-13.032694	
-13.230386	
16.842608	
-18.669226	
26.91320533	
-0.695476667	
-47.71900667	
-15.184014	
-45.76332333	
-4.536778	
1.416430667	
-40.13409133	
-10.22645	
-2.041046667	
-16.454104	
0.890458667	
-12.76981133	
-12.665534	
-15.66638667	
-4.711906	
-4.641166667	
4.87299	
2.218563333	
-4.143682667	
1.105159333	
-34.08675267	
-8.878916667	
21.39085733	
1.082959333	
-31.855988	
-12.12730133	
1.613495333	
-25.29980733	
-6.164145333	
-15.86632133	
3.642115333	
-12.402468	
-1.022020667	
-16.558476	
-6.552593333	
-38.63105067	
-7.434237333	
-1.324653333	
-12.17100933	
6.629007333	
-24.16759933	
-24.28453733	
-8.376908667	
-9.981460667	
7.266786667	
5.98397	
9.540850667	
-29.86193667	
5.030938	
-2.309783333	
-13.31320533	
6.658092667	
-2.201248	
-39.509194	
4.091362667	
-25.49621133	
5.588316667	
7.068355333	
0.543534667	
-8.815089333	
-9.550229333	
-7.969288667	
-1.354798667	
-0.985260667	
3.075486	
6.230192	
-28.00270667	
17.89820067	
21.410962	
-20.49986333	
0.883268667	
-15.923398	
0.653276	
-16.58104667	
-2.252411333	
-36.344916	
-1.26972	
-33.318526	
-16.07848133	
-7.561413333	
-19.65607	
-0.419166667	
-55.53313	
5.465449333	
-1.352829333	
-14.77276133	
4.142124667	
3.195248667	
22.42568667	
-6.826042	
-33.01149467	
-0.625976	
-18.398626	
-0.516412	
-23.58480667	
-10.64585267	
3.655298667	
-28.63421	
-6.465904	
22.526034	
-20.89888733	
-10.45696333	
2.647806667	
-6.558069333	
-45.55893333	
-6.582000667	
-15.04318667	
-36.724164	
7.047812667	
-19.22702667	
-6.698266667	
-8.987283333	
-11.025612	
9.086558667	
-11.602262	
4.972744667	
1.352212	
-0.993814667	
-2.105616667	
-11.33872933	
-4.862446	
-13.84496467	
-12.46745533	
13.06011533	
-0.185749333	
-39.80264267	
-5.574628667	
1.149581333	
-20.41913333	
-17.02130667	
3.728070667	
-11.54757667	
3.602724	
-18.46140067	
32.38264267	
-20.42660667	
-20.85396933	
8.131420667	
-15.59233667	
-20.108616	
-0.733684667	
-33.596082	
-10.64742933	
5.749058	
-6.678888667	
3.970866	
-4.349432667	
-13.08276733	
-34.756068	
-25.33383267	
8.110303333	
10.136142	
7.013395333	
-7.239685333	
-4.623534667	
-17.550374	
-4.180836667	
-3.632672667	
-27.49810667	
11.60975467	
1.573966	
-0.691282	
-6.640184667	
-1.773664667	
6.625878667	
-13.83529467	
-21.87651867	
-14.15525867	
-8.087636	
-35.67784933	
-20.98596067	
-20.29578333	
-43.68507933	
-28.53442267	
3.011540667	
4.014771333	
-4.859272	
-5.385528	
5.688959333	
-25.90326467	
-8.375635333	
-0.855568667	
-3.229950667	
1.333228	
-5.958828	
