-133338	-226824352	9467873	-128705	-202765344	8366375	-101954	-130726512	6489556	-63600	-56686692	2446211	-44871	-32595606	638526	-26210	-14700110	49372	-8800	-5049768	117495
-127756	-223604960	-4259198	-124191	-200466080	-5472636	-100067	-130201952	-6044047	-63213	-57077484	-6317962	-45248	-32919308	-5466049	-26308	-14668926	-3606441	-8009	-5210278	-1671962
-66172	-143857248	-21893354	-61245	-132138360	-18348122	-37958	-101819880	1133704	-48569	-43338452	-23072850	-35383	-24531372	-15405218	-21000	-9910576	-7068853	-7717	-1979772	-3645108
-78074	-151976848	90767096	-69354	-138425856	88876696	-42306	-104898944	69025344	-45541	-40009672	12837714	-31382	-22993034	4246740	-18799	-9824984	-1211060	-7724	-2482709	-3748271
-58242	-118374080	7968102	-52424	-108180168	12385494	-27998	-83904776	34482480	-38529	-34862248	-1521404	-26603	-20458138	-1458174	-16402	-9606717	-1647303	-8763	-2598928	-1819913
-83265	-152659424	102504336	-75689	-138064896	99476704	-46462	-100808624	79968272	-46572	-35718784	12536196	-29722	-18937382	4417088	-16481	-6826082	-371266	-4622	-1027089	-2192664
37222	36946880	-258995744	31816	30822192	-246294688	23879	13835602	-167115760	7333	613401	-88942368	2258	-1001552	-59638096	-3172	1095566	-32229796	-4813	3576002	-11606086
16873	29974496	-23989970	13386	27154336	-21909424	8480	20773732	-12411178	5029	16656666	-15190182	7561	13944183	-14199248	9408	10447023	-10684813	14006	4072594	-4983106
63970	66164192	-186243648	59208	54995328	-174108640	39314	24436394	-116813368	11307	1895639	-66421428	4522	-1632660	-48461960	-1512	-925571	-31606732	-2919	237081	-17625114
209900	355261824	-16180442	204741	317463808	-9488140	160272	203721088	-1672482	94856	90104728	1144654	66670	54490592	1737439	38322	28867520	-245312	16914	13664982	-2648167
296858	516092480	-115463040	288724	462647008	-97859136	231795	299983104	-45698476	142476	131008048	-9304204	99827	77283216	-3325021	60644	36993044	-3113532	19492	15043138	-4243739
272643	429608640	-113659360	263917	380528128	-99597768	204023	233431296	-49242608	114634	89005296	-11785308	72404	47448408	-10297352	35183	21084962	-7131454	7306	9275935	-4548998
225924	372014656	-22137394	218830	331485088	-19365436	170829	210668256	-14030914	102216	88350112	-13350283	69198	50633984	-9962469	37265	25054676	-7049852	12583	11475734	-5053185
265245	429581792	-46085288	257393	381948640	-39224256	197219	240705824	-27333156	114296	101651104	-16621392	78052	59270928	-11121556	43343	29660452	-8018886	15490	13522718	-6109189
422794	745473344	-70922592	411630	669095360	-57895896	331461	436708800	-20632358	206706	193808960	1304316	151492	114364800	-758893	92548	53710764	-6286043	35451	18436636	-7626071
421330	731328640	-104874704	410919	655247296	-82920056	327431	424415648	-32209436	200546	186618432	-2612078	144772	110180136	-1488053	88063	52108544	-6553007	35089	18168954	-7755428
410604	683448064	-169497152	398761	609506560	-142830080	310727	387655872	-71468816	181809	166718624	-20441162	130102	97737576	-12145417	76093	46509560	-9857155	29315	17440018	-7670744
-6691	-25034144	-94865584	-9069	-23620624	-90580880	-8404	-18162304	-58897864	-8938	-10163799	-33339402	-7251	-6352674	-23585956	-5945	-2394933	-14133762	-1371	-130922	-6218314
434800	711797568	-146055424	418175	633592768	-124436168	321730	402487488	-67635640	193125	173057184	-22690568	137887	99464440	-10465719	82724	44468732	-2572623	38359	10874208	1242758
21836	21698034	-41064872	21481	17775856	-41344832	13648	6365991	-46626836	7621	278343	-13588560	4634	-2601031	-13595049	-439	-2455723	-10464618	-4803	-961915	-8593768
240015	398065856	-75105408	229813	355066496	-66282152	168045	231253552	-58999260	117011	94275232	-1875855	81281	50142344	-2629126	41782	20701286	-4239043	7913	7236620	-7236455
255552	437545504	46381036	244978	391608064	51581908	182494	258511936	34048168	127277	113402968	46044412	92155	64652996	31263572	53817	28862560	14461196	20351	8675150	540202
35424	39171752	-258544560	30567	33264884	-245817936	23821	16342738	-166837008	8181	2106410	-88913768	3321	-76408	-59525104	-2400	1480394	-32045186	-4466	3644028	-11394686
9868	19456372	-144582064	9297	17862072	-141036976	11544	10742958	-98569416	6218	1643778	-59886260	3641	-611446	-43987968	-37	165648	-29304502	-2091	787452	-13621762
280665	446400864	-73242824	268215	396133216	-64347840	204142	249229664	-37967300	119212	105495312	-23571908	81346	61194440	-16477412	45111	30613746	-10213853	17335	13577850	-5606992
221722	343382528	-102619768	209421	303881760	-95415072	146912	192521392	-69246552	83196	69512096	-23187124	40674	42430512	-20764342	24278	15128401	-8635790	-1543	8946261	-5531743
231475	357944032	-26910226	216664	316817120	-24780038	150240	203412000	-25571906	88882	83426904	2911375	54133	52456872	-1955430	37029	22110562	-285268	8859	9657847	-3736682
-2148	-28581736	-38177016	-4110	-27942236	-33468692	-9388	-23457584	-15935439	-12502	-12298151	-13502398	-5085	-8894158	-10610450	-6843	-4417823	-6728528	-4257	-1331985	-7569990
92	-20272320	-62600644	-2588	-19975224	-56670188	-6581	-16709978	-28518982	-8738	-8476106	-16652041	-1572	-6808616	-12105790	-6206	-2832556	-8559296	-1794	-630459	-8028647
4659	-3519364	-19037484	2203	-4112948	-14757490	-864	-4127620	3295911	-3177	-550052	2775293	4536	-1383230	1973789	-1876	221731	-1591346	2172	171327	-5337840
42923	60797472	-243351680	37818	53525308	-230958640	29674	32495614	-154492016	11718	13521606	-82222328	6880	9693715	-54762064	-2392	1847952	-28208002	-3378	3659380	-10183833
22109	27447664	-87046072	20729	23637126	-83924936	17473	11089917	-51934596	7034	-1351084	-28763764	3579	-4072280	-21117900	-5404	-4491388	-14364347	-6717	-1108960	-8460446
54469	41133180	-116356544	49396	31703190	-106203232	28402	7651152	-62680912	4466	-6520260	-28754748	158	-7993540	-19611364	-5920	-6308503	-10347090	-8682	-2237632	-10020492
220774	328255104	-93507752	211962	288665600	-80245296	159545	172220064	-36886120	82065	62569500	-17540836	50890	33029142	-14838905	24514	10670012	-6225140	1484	3535912	-7544092
233410	353085984	-67798664	224137	311165728	-51732792	167367	188647104	-10634255	89113	74349264	5398792	59858	41090700	4030549	31179	15120160	3339692	7634	4571228	-4607927
225792	321239744	-74548096	210935	281247328	-67022664	143505	171149824	-40253336	72455	68506304	-18755740	33242	45525588	-22307646	21638	16784712	-9723122	-359	11105580	-5792257
276904	406265056	-114609136	263696	356655360	-100856664	191794	213726640	-51612304	98877	79304896	-11509528	53096	45797316	-13329823	31503	16503538	-4702206	2027	7265284	-4327313
276968	406218560	-114478928	263759	356596768	-100755472	191805	213645056	-51626816	98882	79204256	-11533088	53044	45707076	-13348293	31456	16442805	-4702252	1941	7242027	-4327730
308592	429778368	-62269212	295122	374433632	-51154792	215588	214993104	-28995862	102319	68265168	-23593008	49611	35277644	-28018004	21595	10436076	-13160463	-5811	6257871	-9547513
315030	524694592	-88272704	304019	468047648	-78028616	235604	298923648	-35956648	136559	126665968	-15003344	88954	76662784	-17148288	58855	31664264	-7080858	14567	11545428	-6876814
347892	539296768	-130249128	334822	476751168	-107448600	248482	294386816	-51566744	133696	120197616	-13182439	84740	72049296	-13120464	54524	29141108	-3431217	13756	10485158	-5186780
111855	192351840	15165882	103981	172532576	15396068	61641	121724896	-11604880	23526	72186672	-30997624	-2272	68027520	-48855996	29815	19308282	4790354	12325	7707557	-528138
133987	311251424	-161395216	120940	287901696	-162148768	65103	231106544	-169472096	96025	69644432	-10317748	63126	34611148	-9584919	32683	11441678	-9105010	6036	1009591	-4558623
-9438	-20186588	15896872	-8078	-18518022	12948716	-6925	-14643342	-5834888	436	-11450548	7049515	-3888	-10873714	2323245	-6720	-7443466	-3258485	-7115	-3532096	-3368288
99279	212212912	-191203136	110504	193491568	-186430720	53807	140970400	-181792688	43141	64442076	-76554480	5877	54105004	-78946208	39670	20630818	-3372690	10199	6654510	-2873086
62120	82411712	-220692016	61524	71358440	-209089344	46337	37569836	-143417664	16037	9721322	-80537032	10092	3906266	-57403972	3647	2370320	-33624672	1913	723396	-13990017
61737	65843468	-178781216	59870	54898548	-166857248	40219	23618450	-110190072	11664	589387	-60250796	4693	-3062451	-42493264	-1303	-2459544	-25855100	-2707	-1416396	-12031212
205098	394047104	-9065280	230077	355745152	-10536093	185316	224323280	-12593198	110485	92697360	-13381359	75188	51701420	-9651285	43339	23063044	-5209070	20286	5577672	-2030048
242197	443219008	-42994248	261523	398329184	-36327152	205085	251075936	-24835178	119993	106842896	-13228962	84374	61634736	-7798571	51550	28090030	-4590748	25084	6899200	-2246810
332842	624090432	-200241776	359722	561648704	-177053632	287029	356079904	-101544984	169463	152539376	-38388344	121816	87884240	-20535770	74419	39012700	-8977680	33442	9157258	-2087597
376422	706828672	-168289728	405942	636296896	-145273728	322705	405260576	-80775592	193044	175683360	-28866068	139325	101794976	-15012279	85048	45648036	-5976073	39504	11132993	-644914
94833	159323040	-25671794	90272	142293136	-19533330	70007	92236448	-2461388	39780	44618340	-8499035	31285	28906880	-9718718	23557	16298144	-10040748	19473	4463202	-7679952
253830	425346304	-137390336	246706	379604416	-121655384	193336	241786960	-74603648	117776	101352736	-31961164	82746	56815488	-18885938	44938	25371264	-9665326	12936	9422496	-4897602
347681	609897024	-104269568	339147	547081728	-84375768	272507	355766336	-30334806	169019	157263408	-4996774	122154	92571544	-2265918	73571	43727664	-3903310	30349	15077938	-5877908
277936	466693344	-77614152	269763	416741920	-65668012	210373	267047904	-34713228	123465	118035048	-15395866	89342	71017648	-10781425	52987	35933920	-8469495	22843	15097587	-5615236
277191	463404224	-75376328	270126	413487168	-63777732	211447	263290976	-36035312	122955	113557424	-16594062	87759	66995236	-11216645	50678	32753728	-8427638	19508	13433777	-6166965
-138878	-241624336	-37035028	-134374	-216511232	-36193680	-107004	-141291664	-26229096	-68012	-63074064	-16178132	-50382	-36701988	-10534899	-30654	-16148794	-7363034	-13298	-3984197	-3303261
-130595	-211391968	-20750472	-125895	-187844064	-20594804	-97967	-118057584	-13316794	-58475	-48320460	-3566294	-38950	-26758478	-2115286	-21847	-11522044	-2565764	-9499	-2839479	-1299146
4637	-477100	-46218548	2374	-1111188	-43270368	114	-1564538	-28100572	-1794	-79995	-22460398	377	272227	-18500280	-325	1020038	-12441693	1919	779114	-6484026
233894	380090912	-183238624	226519	338016576	-167934128	180337	210345152	-104597000	102110	84236736	-53643080	71615	45571120	-36983496	39449	19353732	-20536304	15649	4070851	-7900329
246195	393104160	-227569520	237971	348859904	-208220880	187854	215411584	-127386448	103973	85296864	-63482976	72799	45953256	-43052492	39815	19582698	-23897914	15782	4118970	-9254097
248045	403020704	-80990024	240371	358246976	-65330680	188005	223896800	-21924782	106747	93615664	-3632473	75957	53197072	-667986	44718	23887744	-1607184	21733	5579617	-2341094
318856	531720896	-207640640	308909	474275328	-186295152	246283	300241760	-105451064	144550	125583504	-46693940	103473	70390840	-29655134	60182	30635510	-14879160	25689	6898500	-4685282
363086	624797696	51754416	353260	559027776	60500936	282561	359914976	64321088	172437	156864032	43768548	124881	90861600	29065016	75964	40475388	14106524	34985	9951469	4386076
257279	393090656	-76114960	247377	346821600	-67373656	188919	209957312	-32169760	101320	80837256	-8197240	66472	43661636	-3915996	36709	18177810	-1025454	13957	3950865	-285515
407203	700424384	-100841344	393259	626999424	-87830424	312252	406313984	-43048992	193590	179363504	-10282270	142306	104686496	-6118202	89869	46675432	-4933169	39896	10747151	-1715055
387523	636207744	-134030168	373729	566450048	-111942776	288028	359857664	-57552844	170994	155221792	-17600664	123460	89965704	-10105792	76226	40326632	-6491916	34959	9592881	-2050276
379454	625195072	-109679096	365855	556887680	-88992424	282510	354521824	-40581140	168156	153579840	-8426948	122131	89293600	-4219788	75798	40150196	-3784186	35052	9541814	-1284499
336105	540562880	-171535456	323527	480205760	-152641200	248759	301321280	-91096536	143246	126705960	-39335536	102238	72293784	-23770416	61111	31978006	-12461731	27617	7470622	-4353634
316945	511013696	-105379072	304805	454082112	-91101912	233955	285909312	-50265536	135369	121816424	-21143842	97500	70227936	-13167425	58996	31480380	-8088606	27700	7591844	-3530396
401844	552927104	-19740588	381273	481034656	-8107898	270914	277893504	15389064	128276	100749200	28592624	79008	55857716	22500256	44516	24535312	10504062	20360	6285869	2172497
494678	844120576	-84021680	476718	754944576	-69957776	377167	487973568	-25940972	231915	215075520	2664386	170561	125803424	2218070	107986	56438680	-1879799	48548	13179014	-1033474
483749	800381440	-91961616	463860	713386560	-77484096	361416	455732384	-30171934	217099	196125312	5182218	156421	113575320	5496760	96806	50356412	1268844	42880	11681905	232507
457445	729615936	-114120824	438790	647417856	-95907896	335196	405941984	-43305744	195525	169479568	-7771864	135335	96637224	-224439	81575	43002016	483053	37431	10167728	1095973
466193	744333952	-133761760	446844	660602624	-112874096	341563	414746432	-53315596	200051	173369360	-13011663	138746	98696360	-3000638	83374	43749536	-506788	37920	10266840	877332
-100643	-165105952	-75489056	-94645	-147135968	-69875992	-67798	-97150088	-41999180	-45184	-39939532	-16545061	-30467	-23142380	-9622647	-17727	-10871804	-6041361	-7985	-3713702	-3660087
-110001	-189481456	-113963600	-107006	-169524896	-107785408	-85457	-109630904	-72181936	-54817	-46171744	-35008268	-37984	-25443354	-19972436	-20035	-10527636	-8890499	-5066	-3652260	-3163169
-123028	-231585120	-59466924	-121360	-209119184	-58756656	-101268	-139125136	-47502104	-66843	-64133400	-31544602	-49478	-38245124	-23841320	-30735	-17539426	-16330176	-11307	-5978276	-8880641
4456	22117744	-33778216	2626	21476976	-31510352	2583	20185300	-20362236	4525	17833116	-19616908	8659	14891238	-16947532	10250	10691127	-11742118	14154	4035794	-5135310
243854	384161440	-229803776	235540	340356384	-210525152	184868	208619856	-130244480	100190	81561032	-67560648	68655	44018272	-47812588	35239	19973010	-29480244	10836	7193848	-15769502
248711	381040512	-199885216	239670	336362016	-178456960	182543	204039648	-104003704	97172	80081712	-50532748	65843	43867296	-35270836	34228	20156928	-22757160	11097	7577546	-13357672
234600	368875872	-179711808	228368	326540064	-159445792	177972	198653824	-91380200	94415	77651376	-42018624	63435	42570588	-29117062	32270	19583168	-19206228	9384	8040248	-11649844
330729	557277760	-120673992	320064	497634048	-101437968	253409	318014272	-41438240	150515	137850848	-12692560	107451	80469944	-7226793	63727	38184580	-5406930	27886	12931686	-5415509
305446	494342208	-89716560	293630	439493152	-76576256	224422	277829408	-40584812	128412	121158800	-17534074	91656	72464024	-11810432	54095	36558584	-8762959	23459	15242287	-5596222
307805	497388160	-69611672	296256	442064000	-58009264	226578	278935072	-28436832	129559	120693024	-11380231	91728	71772392	-7314370	54157	35836216	-6376596	23110	14582362	-4879016
308818	494936800	-80365760	297821	439379808	-68111272	227938	275260672	-37134720	128556	116810432	-16469334	89998	68493384	-10747782	51769	33530712	-8137056	20098	13748800	-6016778
149780	302108704	-194291312	141354	275494720	-184451872	85220	205062224	-170775840	89754	73504800	-26594356	57028	40875304	-20039328	29560	13554514	-7673657	1545	5174548	-7239388
264529	554142080	-157787680	248890	506980480	-155568608	168369	377602368	-170152496	174049	168667488	3065134	122944	102831328	-1578820	81903	45152772	-278237	28626	14785401	-5023278
234958	458377216	-234808832	218756	416807744	-222843440	133162	308003456	-202779936	137882	128640128	-27216494	90719	78165472	-15956065	60348	34399844	-5539414	19513	12528608	-6343464
217986	302747648	20405822	202721	264132448	20104154	133056	160715088	6911862	67394	56975728	24059012	33255	35820124	11604997	23428	14117996	7500334	539	7761423	-1435625
282576	452939552	-151283552	268859	402409792	-139247424	188922	259850128	-99575480	114937	109341008	-37017992	70565	68618304	-19729078	54404	30545476	-8197066	16246	11144106	-9540109
-12924	-57519324	-84474128	-15863	-54800568	-77866080	-20466	-42911856	-46554084	-19912	-23555182	-22555692	-13229	-16580182	-14409589	-13309	-8042437	-9557283	-6525	-2596204	-9713392
-133071	-220049824	52673280	-128571	-196046512	47148700	-98762	-124893288	32380040	-57916	-53579208	17762692	-39273	-32112382	12420175	-26236	-13142742	3092313	-10297	-3077432	-1146234
30123	53084476	-76957184	27978	47862868	-72702504	20557	32844098	-48280156	7466	18671690	-26282168	2135	16797828	-18637792	282	5379562	-8397577	-3237	6467972	-3999884
-6691	-17608386	-139223024	-7915	-16145858	-135190816	-4976	-12580937	-90291096	-7523	-8161694	-50266840	-5788	-5351349	-33803872	-10085	-4958630	-20025418	-8059	195788	-8701845
218788	347909600	-56401836	213058	308370432	-41124184	165527	189495792	-5552573	88459	75510784	9159537	58769	42687404	6793342	31336	15389033	5547310	7172	4997664	-3613819
322080	513844640	-108127184	307761	456132416	-90698120	230384	288307008	-44462040	128699	121831712	-10524183	77499	76427824	-13241390	54139	31130878	-3849782	12823	12876874	-4952372
297793	434442432	26943630	284432	380968960	33826664	209155	226973776	39282692	107027	82900056	20334288	57852	47019944	6558330	29938	16732226	5163138	2898	7931162	-2531553
350907	510933056	-18867964	336161	447880224	-8004068	246141	265957552	9163294	126529	95025792	8736840	67685	52555936	-2326059	37947	18876756	2867144	1520	8130270	-4321776
326567	545520512	-91486688	315117	486791680	-80832432	244198	311537344	-37958100	142161	133003840	-16476744	93184	80806928	-18662778	61766	33564404	-7976462	16070	12109382	-7376076
234214	354357024	-34422544	223171	312486240	-31537752	160978	193245888	-23767684	84422	79471152	-19245284	45869	51127824	-19773040	30805	20248420	-7744482	4780	10752262	-6690084
55251	162157792	-187802512	41896	153281216	-188915840	-8887	144649472	-194988784	15247	72612392	-74191440	-12869	72799040	-78117936	29071	17259250	-3018166	5704	7613428	-2668367
33963	26888720	-41961816	31317	20950112	-41394276	13132	6873712	-43807712	-10954	3525108	-55431008	-24824	11735050	-63511152	7954	1118898	-2601590	-3908	118250	-3106953
13213	38163512	-5357004	12501	35865712	-8399496	3809	30222092	-30778584	18921	4557024	12984229	9622	-1957181	7239936	1433	-4061582	192133	-4842	-3017703	-2159917
146912	302513056	-153978192	138902	276354176	-147124672	84781	207029696	-151909760	102285	79938224	-9411260	72616	40930784	-6694765	38378	14252721	-3583355	10084	997750	-3314076
180486	390685888	-88476320	171166	358472864	-88900936	113510	269906432	-110091504	130296	108933728	28986470	93188	59063776	21822834	54017	22779658	11889233	17113	3306734	4106530
77927	179034752	-130063768	69558	165565856	-127262432	28145	135709184	-121839136	64271	44177124	-3656598	38528	21515176	-1959343	19244	7433287	-850360	4314	914153	-563138
-101672	-164955664	-47695264	-96692	-146710576	-43809948	-68400	-95693296	-19904644	-41759	-41148316	-3988612	-30456	-25186656	-4448882	-20032	-12325436	-3376318	-11487	-3531386	-2912068
-157887	-274725376	11452196	-150936	-246363552	6009472	-116782	-163289408	-12313697	-75006	-68840640	-9929483	-55305	-40027720	-11254086	-33358	-17433160	-11430553	-13791	-4392584	-6096187
-140277	-231092224	4410068	-132226	-206048976	1510800	-98272	-134771184	-14454246	-61409	-50988016	-8514907	-41372	-28355720	-11284750	-24785	-11103955	-9237771	-8470	-1979858	-5426308
18988	28074824	20274270	18863	24664600	17617928	12772	14096337	-1854336	14048	297581	11773264	6025	-4334474	6160426	-700	-4965720	-615078	-5466	-3166194	-2453341
300884	524536512	-9267952	288843	470469440	-5804446	218096	312231616	-11448254	154022	130813160	30387820	109974	72044552	22564482	64962	28941710	11356486	22244	4972663	3604376
-53438	-127861840	-35025920	-58732	-117800400	-31060632	-38206	-87724448	-13237632	-28709	-42913884	-14674014	-15587	-33467100	-6305016	-25285	-16071107	-11203440	-13050	-5365572	-6281988
74274	201290224	-155018000	81853	187782640	-156380896	24447	154551104	-168489056	27893	77409328	-76481376	-5236	72983096	-84758520	32825	19435840	-6210769	8219	8113360	-4172767
